Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom,Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Nback_Transition_Resp_Enc.keys,Nback_Transition_Resp_Enc.rt,Encoding_Resp.keys,Encoding_Resp.corr,Practice_Blocks.thisRepN,Practice_Blocks.thisTrialN,Practice_Blocks.thisN,Practice_Blocks.thisIndex,Practice_Blocks.ran,Scene,encAns,Practice_Enc_Break_Resp.keys,Practice_Enc_Break_Resp.rt,Practice_Enc_Break_Loop.thisRepN,Practice_Enc_Break_Loop.thisTrialN,Practice_Enc_Break_Loop.thisN,Practice_Enc_Break_Loop.thisIndex,Practice_Enc_Break_Loop.ran,Practice_Loop_Order.thisRepN,Practice_Loop_Order.thisTrialN,Practice_Loop_Order.thisN,Practice_Loop_Order.thisIndex,Practice_Loop_Order.ran,practiceFile,Nback_Transition_Resp.keys,Nback_Transition_Resp.rt,Nback_Resp.keys,Nback_Resp.corr,Practice_DBack_Loop.thisRepN,Practice_DBack_Loop.thisTrialN,Practice_DBack_Loop.thisN,Practice_DBack_Loop.thisIndex,Practice_DBack_Loop.ran,thisAlphaNum,ANAns,Color,Practice_DBlock_Loop.thisRepN,Practice_DBlock_Loop.thisTrialN,Practice_DBlock_Loop.thisN,Practice_DBlock_Loop.thisIndex,Practice_DBlock_Loop.ran,ANOrder,BlockTitle,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,Encoding_Resp.rt,AttnResp_keys.keys,AttnResp_keys.rt,Enc_Break_Resp.keys,Enc_Break_Resp.rt,Enc_Break_Loop.thisRepN,Enc_Break_Loop.thisTrialN,Enc_Break_Loop.thisN,Enc_Break_Loop.thisIndex,Enc_Break_Loop.ran,AttnCheck,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,attnFile,Enc_Break_Loop2.thisRepN,Enc_Break_Loop2.thisTrialN,Enc_Break_Loop2.thisN,Enc_Break_Loop2.thisIndex,Enc_Break_Loop2.ran,Nback_Resp.rt,DBack_Loop.thisRepN,DBack_Loop.thisTrialN,DBack_Loop.thisN,DBack_Loop.thisIndex,DBack_Loop.ran,DBlock_Loop.thisRepN,DBlock_Loop.thisTrialN,DBlock_Loop.thisN,DBlock_Loop.thisIndex,DBlock_Loop.ran
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,BlockFour.csv,ColorCheck.csv,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-1661comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1.7578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9340comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1.3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-2512comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0.7646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-3261comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,1.1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,N2-2270comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0.7248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9040comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0.6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-4603comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0.4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-9140comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,0.8164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9410comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,0.5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,N2-5875comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,0.4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,N2-8465comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,0.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9424comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,0.5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-1910comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,0.5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-9500comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,0.3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-6540comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,0.5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,N2-2616comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,0.4079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,N2-2221comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,0.4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-8230comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,0.4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,N2-2499comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,0.5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-9622comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,0.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.7661,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,BlockFive.csv,ColorCheck.csv,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9230comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.5886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-2235comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0.4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-8280comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0.6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-3266comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-7560comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9920comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0.5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-2579comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-7491comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,0.4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-3230comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,1.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-2683comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,0.9578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-7600comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,0.8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-3400comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,0.7587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,E2-9265comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,0.7568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-2518comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,0.4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-3069comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,0.3737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-2200comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,0.4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-7546comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,0.4422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-3500comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,0.3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,0,,,,,,E2-3170comp.png,q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,0.7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,p,1,,,,,,N2-2606comp.png,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,0.6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6078,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,BlockSix.csv,ColorCheck.csv,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.7033,a,1,,,,,,E,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0163,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9747,0,1,1,1,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5987,0,2,2,2,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,O,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1306,0,3,3,3,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8156,0,4,4,4,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2533,0,5,5,5,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,8,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6141,0,6,6,6,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5318,0,7,7,7,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Z,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2012,0,8,8,8,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,B,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8055,0,9,9,9,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7052,0,10,10,10,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,G,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5737,0,11,11,11,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5651,0,12,12,12,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,D,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5638,0,13,13,13,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,P,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8009,0,14,14,14,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,2,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4845,0,15,15,15,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.448,0,16,16,16,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5005,0,17,17,17,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,K,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7856,0,18,18,18,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,D,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8545,0,19,19,19,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,I,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987,0,20,20,20,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7489,0,21,21,21,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,R,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7337,0,22,22,22,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,E,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7308,0,23,23,23,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,8,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874,0,24,24,24,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,T,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7736,0,25,25,25,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,0,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0646,0,26,26,26,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Q,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,0,27,27,27,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6464,0,28,28,28,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,2,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5322,0,29,29,29,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,3,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6827,0,30,30,30,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,L,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7769,0,31,31,31,1,,,,,
